SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY,TERRAIN,CLIMATE
COASTAL KARNATAKA,1923,3681.1,Oct-Dec,56.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1924,3528.9,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1924,3528.9,Mar-May,108,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1924,3528.9,Jun-Sep,3290.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1924,3528.9,Oct-Dec,130.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1925,3581.3,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1925,3581.3,Mar-May,214.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1925,3581.3,Jun-Sep,3108.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1925,3581.3,Oct-Dec,258.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1926,2956.4,Jan-Feb,14.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1926,2956.4,Mar-May,22.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1926,2956.4,Jun-Sep,2771.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1926,2956.4,Oct-Dec,147.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1927,3216.4,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1927,3216.4,Mar-May,102.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1927,3216.4,Jun-Sep,2852.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1927,3216.4,Oct-Dec,261.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1928,3339.6,Jan-Feb,29.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1928,3339.6,Mar-May,75,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1928,3339.6,Jun-Sep,2897.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1928,3339.6,Oct-Dec,337.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1929,3663.6,Jan-Feb,2.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1929,3663.6,Mar-May,222.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1929,3663.6,Jun-Sep,3095,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1929,3663.6,Oct-Dec,343.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1930,2913,Jan-Feb,1.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1930,2913,Mar-May,190.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1930,2913,Jun-Sep,2439.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1930,2913,Oct-Dec,281,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1931,3842.4,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1931,3842.4,Mar-May,120.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1931,3842.4,Jun-Sep,3374.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1931,3842.4,Oct-Dec,346.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1932,3423.4,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1932,3423.4,Mar-May,280.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1932,3423.4,Jun-Sep,2661,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1932,3423.4,Oct-Dec,481.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1933,4139.5,Jan-Feb,0.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1933,4139.5,Mar-May,426.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1933,4139.5,Jun-Sep,3342.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1933,4139.5,Oct-Dec,370.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1934,3011.8,Jan-Feb,8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1934,3011.8,Mar-May,41.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1934,3011.8,Jun-Sep,2785.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1934,3011.8,Oct-Dec,176.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1935,2886,Jan-Feb,2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1935,2886,Mar-May,37.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1935,2886,Jun-Sep,2580.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1935,2886,Oct-Dec,266.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1936,3324.7,Jan-Feb,0.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1936,3324.7,Mar-May,176.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1936,3324.7,Jun-Sep,2815.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1936,3324.7,Oct-Dec,332.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1937,3314.2,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1937,3314.2,Mar-May,146.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1937,3314.2,Jun-Sep,2912.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1937,3314.2,Oct-Dec,255.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1938,3150.9,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1938,3150.9,Mar-May,197,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1938,3150.9,Jun-Sep,2779.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1938,3150.9,Oct-Dec,174.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1939,2744.2,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1939,2744.2,Mar-May,49.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1939,2744.2,Jun-Sep,2388.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1939,2744.2,Oct-Dec,306.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1940,3723.9,Jan-Feb,0.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1940,3723.9,Mar-May,158,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1940,3723.9,Jun-Sep,3217.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1940,3723.9,Oct-Dec,348.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1941,2515.1,Jan-Feb,5.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1941,2515.1,Mar-May,84.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1941,2515.1,Jun-Sep,2246,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1941,2515.1,Oct-Dec,179.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1942,3502.6,Jan-Feb,1.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1942,3502.6,Mar-May,149.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1942,3502.6,Jun-Sep,3172.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1942,3502.6,Oct-Dec,178.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1943,3577.2,Jan-Feb,24.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1943,3577.2,Mar-May,463.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1943,3577.2,Jun-Sep,2712.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1943,3577.2,Oct-Dec,377.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1944,2984.5,Jan-Feb,0.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1944,2984.5,Mar-May,128,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1944,2984.5,Jun-Sep,2494.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1944,2984.5,Oct-Dec,361.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1945,3079.3,Jan-Feb,2.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1945,3079.3,Mar-May,44.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1945,3079.3,Jun-Sep,2908.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1945,3079.3,Oct-Dec,123.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1946,4041.4,Jan-Feb,1.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1946,4041.4,Mar-May,126.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1946,4041.4,Jun-Sep,3546.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1946,4041.4,Oct-Dec,367.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1947,3338,Jan-Feb,10.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1947,3338,Mar-May,77.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1947,3338,Jun-Sep,3167.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1947,3338,Oct-Dec,82,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1948,3626.6,Jan-Feb,16.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1948,3626.6,Mar-May,130.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1948,3626.6,Jun-Sep,3226.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1948,3626.6,Oct-Dec,253.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1949,3362.4,Jan-Feb,3.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1949,3362.4,Mar-May,306.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1949,3362.4,Jun-Sep,2872.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1949,3362.4,Oct-Dec,180.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1950,3766.1,Jan-Feb,1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1950,3766.1,Mar-May,93.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1950,3766.1,Jun-Sep,3481,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1950,3766.1,Oct-Dec,190.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1951,3124.3,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1951,3124.3,Mar-May,127,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1951,3124.3,Jun-Sep,2733.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1951,3124.3,Oct-Dec,263.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1952,2896.6,Jan-Feb,0.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1952,2896.6,Mar-May,120.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1952,2896.6,Jun-Sep,2414.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1952,2896.6,Oct-Dec,361.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1953,3463.3,Jan-Feb,0.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1953,3463.3,Mar-May,56.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1953,3463.3,Jun-Sep,3089.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1953,3463.3,Oct-Dec,316.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1954,3821.5,Jan-Feb,0.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1954,3821.5,Mar-May,172.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1954,3821.5,Jun-Sep,3502.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1954,3821.5,Oct-Dec,146.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1955,3552.5,Jan-Feb,0.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1955,3552.5,Mar-May,394.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1955,3552.5,Jun-Sep,2762.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1955,3552.5,Oct-Dec,394.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1956,3856.6,Jan-Feb,0.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1956,3856.6,Mar-May,492.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1956,3856.6,Jun-Sep,2944.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1956,3856.6,Oct-Dec,419.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1957,3174.8,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1957,3174.8,Mar-May,178.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1957,3174.8,Jun-Sep,2658.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1957,3174.8,Oct-Dec,338,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1958,3687.4,Jan-Feb,0.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1958,3687.4,Mar-May,233.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1958,3687.4,Jun-Sep,3287.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1958,3687.4,Oct-Dec,165.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1959,4330.8,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1959,4330.8,Mar-May,234.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1959,4330.8,Jun-Sep,3947.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1959,4330.8,Oct-Dec,148.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1960,3504.2,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1960,3504.2,Mar-May,442.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1960,3504.2,Jun-Sep,2804.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1960,3504.2,Oct-Dec,256.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1961,5553.9,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1961,5553.9,Mar-May,683.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1961,5553.9,Jun-Sep,4536.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1961,5553.9,Oct-Dec,333.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1962,4017.7,Jan-Feb,3.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1962,4017.7,Mar-May,391.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1962,4017.7,Jun-Sep,3207.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1962,4017.7,Oct-Dec,415.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1963,3171.3,Jan-Feb,1.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1963,3171.3,Mar-May,153,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1963,3171.3,Jun-Sep,2764.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1963,3171.3,Oct-Dec,251.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1964,3140.5,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1964,3140.5,Mar-May,31.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1964,3140.5,Jun-Sep,2837.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1964,3140.5,Oct-Dec,271,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1965,2831.1,Jan-Feb,2.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1965,2831.1,Mar-May,49.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1965,2831.1,Jun-Sep,2574.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1965,2831.1,Oct-Dec,205,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1966,2976.6,Jan-Feb,3.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1966,2976.6,Mar-May,208.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1966,2976.6,Jun-Sep,2278.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1966,2976.6,Oct-Dec,486.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1967,3181.8,Jan-Feb,2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1967,3181.8,Mar-May,105.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1967,3181.8,Jun-Sep,2937.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1967,3181.8,Oct-Dec,136.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1968,3461,Jan-Feb,2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1968,3461,Mar-May,69.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1968,3461,Jun-Sep,3138.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1968,3461,Oct-Dec,251.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1969,3342.9,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1969,3342.9,Mar-May,95.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1969,3342.9,Jun-Sep,2989.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1969,3342.9,Oct-Dec,257.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1970,4042,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1970,4042,Mar-May,293.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1970,4042,Jun-Sep,3562.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1970,4042,Oct-Dec,186.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1971,3235.2,Jan-Feb,0.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1971,3235.2,Mar-May,292.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1971,3235.2,Jun-Sep,2878.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1971,3235.2,Oct-Dec,64.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1972,2856.9,Jan-Feb,0.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1972,2856.9,Mar-May,170.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1972,2856.9,Jun-Sep,2439.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1972,2856.9,Oct-Dec,246.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1973,3126,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1973,3126,Mar-May,98.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1973,3126,Jun-Sep,2842,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1973,3126,Oct-Dec,185.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1974,3433.5,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1974,3433.5,Mar-May,199.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1974,3433.5,Jun-Sep,3044.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1974,3433.5,Oct-Dec,190,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1975,4300,Jan-Feb,0.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1975,4300,Mar-May,118,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1975,4300,Jun-Sep,3919.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1975,4300,Oct-Dec,262.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1976,2933.9,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1976,2933.9,Mar-May,64.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1976,2933.9,Jun-Sep,2670.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1976,2933.9,Oct-Dec,199.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1977,3379,Jan-Feb,1.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1977,3379,Mar-May,144.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1977,3379,Jun-Sep,2853.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1977,3379,Oct-Dec,379.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1978,3862.9,Jan-Feb,0.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1978,3862.9,Mar-May,263.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1978,3862.9,Jun-Sep,3387.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1978,3862.9,Oct-Dec,211.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1979,2823.4,Jan-Feb,1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1979,2823.4,Mar-May,24,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1979,2823.4,Jun-Sep,2556,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1979,2823.4,Oct-Dec,242.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1980,3762,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1980,3762,Mar-May,136.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1980,3762,Jun-Sep,3455.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1980,3762,Oct-Dec,170.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1981,3848.6,Jan-Feb,0.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1981,3848.6,Mar-May,76.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1981,3848.6,Jun-Sep,3591,1,Coastal,Rainy Tropical
COASTAL KARNATAKA,1981,3848.6,Oct-Dec,179.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1982,4090.9,Jan-Feb,0.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1982,4090.9,Mar-May,91.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1982,4090.9,Jun-Sep,3798.2,1,Coastal,Rainy Tropical
COASTAL KARNATAKA,1982,4090.9,Oct-Dec,201.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1983,3942.2,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1983,3942.2,Mar-May,24.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1983,3942.2,Jun-Sep,3701.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1983,3942.2,Oct-Dec,216.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1984,3359,Jan-Feb,10.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1984,3359,Mar-May,104.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1984,3359,Jun-Sep,3004.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1984,3359,Oct-Dec,239.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1985,3015.7,Jan-Feb,5.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1985,3015.7,Mar-May,91.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1985,3015.7,Jun-Sep,2621.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1985,3015.7,Oct-Dec,297.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1986,2934.5,Jan-Feb,0.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1986,2934.5,Mar-May,32,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1986,2934.5,Jun-Sep,2685,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1986,2934.5,Oct-Dec,217.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1987,2716.2,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1987,2716.2,Mar-May,65.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1987,2716.2,Jun-Sep,2329,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1987,2716.2,Oct-Dec,321.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1988,3466.6,Jan-Feb,0.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1988,3466.6,Mar-May,60.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1988,3466.6,Jun-Sep,3269.5,1,Coastal,Rainy Tropical
COASTAL KARNATAKA,1988,3466.6,Oct-Dec,136.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1989,3215.6,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1989,3215.6,Mar-May,84.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1989,3215.6,Jun-Sep,2960.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1989,3215.6,Oct-Dec,170.3,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1990,4120.4,Jan-Feb,1.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1990,4120.4,Mar-May,348.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1990,4120.4,Jun-Sep,3460.2,2,Coastal,Rainy Tropical
COASTAL KARNATAKA,1990,4120.4,Oct-Dec,310.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1991,3719.7,Jan-Feb,0.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1991,3719.7,Mar-May,143.9,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1991,3719.7,Jun-Sep,3417.5,2,Coastal,Rainy Tropical
COASTAL KARNATAKA,1991,3719.7,Oct-Dec,158.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1992,3882.2,Jan-Feb,0,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1992,3882.2,Mar-May,94.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1992,3882.2,Jun-Sep,3412.6,2,Coastal,Rainy Tropical
COASTAL KARNATAKA,1992,3882.2,Oct-Dec,375.4,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1993,3481.3,Jan-Feb,0.1,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1993,3481.3,Mar-May,96.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1993,3481.3,Jun-Sep,2944.8,1,Coastal,Rainy Tropical
COASTAL KARNATAKA,1993,3481.3,Oct-Dec,439.8,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1994,4636.3,Jan-Feb,3.5,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1994,4636.3,Mar-May,123.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1994,4636.3,Jun-Sep,4144.4,3,Coastal,Rainy Tropical
COASTAL KARNATAKA,1994,4636.3,Oct-Dec,365.2,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1995,3357.8,Jan-Feb,3.7,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1995,3357.8,Mar-May,159.6,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1995,3357.8,Jun-Sep,2945,0,Coastal,Rainy Tropical
COASTAL KARNATAKA,1995,3357.8,Oct-Dec,249.5,0,Coastal,Rainy Tropical
